t_start,t_end,availability_time,value
1765125557.436331,1765125557.511123,0.07479190826416016,58
1765125557.541898,1765125557.598471,0.056572914123535156,60
1765125557.650345,1765125557.720162,0.06981682777404785,62
1765125557.755751,1765125557.785769,0.030018091201782227,64
1765125557.863264,1765125557.938421,0.07515692710876465,66
1765125557.970673,1765125558.058682,0.08800888061523438,68
1765125558.077708,1765125558.14271,0.0650019645690918,70
1765125558.182202,1765125558.223808,0.04160594940185547,72
1765125558.287132,1765125558.353738,0.06660604476928711,74
1765125558.393295,1765125558.427911,0.03461599349975586,76
1765125558.498963,1765125558.572128,0.0731649398803711,78
1765125558.603316,1765125558.655744,0.05242800712585449,80
1765125558.707791,1765125558.773331,0.06553983688354492,82
1765125558.81349,1765125558.901241,0.08775115013122559,84
1765125558.922716,1765125558.999503,0.07678699493408203,86
1765125559.030486,1765125559.071252,0.040766000747680664,88
1765125559.13434,1765125559.187413,0.05307292938232422,90
1765125559.238042,1765125559.297902,0.0598599910736084,92
1765125559.343721,1765125559.38619,0.042469024658203125,94
1765125559.448629,1765125559.48549,0.03686118125915527,96
1765125559.552275,1765125559.583617,0.0313420295715332,98
1765125559.655609,1765125559.688177,0.03256821632385254,100
1765125559.760538,1765125559.802183,0.04164481163024902,102
1765125559.865402,1765125559.899199,0.03379702568054199,104
1765125559.969914,1765125560.015104,0.04519009590148926,106
1765125560.074917,1765125560.116388,0.041471004486083984,108
1765125560.178761,1765125560.220777,0.042016029357910156,110
1765125560.284766,1765125560.400331,0.11556506156921387,112
1765125560.400563,1765125560.486719,0.08615589141845703,114
1765125560.52105,1765125560.555682,0.034631967544555664,116
1765125560.624999,1765125560.659648,0.034648895263671875,118
1765125560.728666,1765125560.756285,0.027618885040283203,120
1765125560.833007,1765125560.887743,0.05473589897155762,122
1765125560.93795,1765125560.966585,0.028635025024414062,124
1765125561.044833,1765125561.115848,0.0710151195526123,126
1765125561.151726,1765125561.235711,0.0839850902557373,128
1765125561.261528,1765125561.319845,0.058316946029663086,130
1765125561.369416,1765125561.408356,0.0389399528503418,132
1765125561.473689,1765125561.568575,0.09488582611083984,134
1765125561.580669,1765125561.621425,0.0407559871673584,136
1765125561.685053,1765125561.715774,0.030720949172973633,138
1765125561.788231,1765125561.818824,0.030593156814575195,140
1765125561.892737,1765125561.929139,0.036401987075805664,142
1765125561.99725,1765125562.02459,0.027339935302734375,144
1765125562.101424,1765125562.161228,0.05980396270751953,146
1765125562.205124,1765125562.23764,0.0325160026550293,148
1765125562.308826,1765125562.354332,0.04550600051879883,150
1765125562.412463,1765125562.451909,0.039446115493774414,152
1765125562.51675,1765125562.539127,0.02237701416015625,154
1765125562.620827,1765125562.671425,0.05059814453125,156
1765125562.727656,1765125562.826723,0.09906721115112305,158
1765125562.836284,1765125562.88489,0.048606157302856445,160
1765125562.942493,1765125562.966403,0.023910045623779297,162
1765125563.046082,1765125563.088427,0.04234504699707031,164
1765125563.150471,1765125563.173405,0.0229339599609375,166
1765125563.254149,1765125563.287697,0.03354811668395996,168
1765125563.358238,1765125563.385012,0.026773929595947266,170
1765125563.463293,1765125563.538509,0.07521581649780273,172
1765125563.567969,1765125563.594427,0.026458024978637695,174
1765125563.672117,1765125563.714403,0.042285919189453125,176
1765125563.777899,1765125563.806386,0.028486967086791992,178
1765125563.882593,1765125563.91464,0.03204703330993652,180
1765125563.986463,1765125564.014105,0.027642011642456055,182
1765125564.091289,1765125564.169457,0.07816791534423828,184
1765125564.197793,1765125564.253313,0.055520057678222656,186
1765125564.30266,1765125564.333005,0.03034496307373047,188
1765125564.407603,1765125564.453012,0.04540896415710449,190
1765125564.514591,1765125564.588521,0.07393002510070801,192
1765125564.619714,1765125564.652444,0.0327298641204834,194
1765125564.723528,1765125564.755619,0.03209114074707031,196
1765125564.827402,1765125564.852979,0.02557682991027832,198
1765125564.931213,1765125564.969441,0.03822803497314453,200
1765125565.037487,1765125565.098563,0.06107592582702637,202
1765125565.143483,1765125565.194768,0.0512850284576416,204
1765125565.249358,1765125565.294491,0.045133113861083984,206
1765125565.356181,1765125565.462227,0.10604619979858398,208
1765125565.464588,1765125565.566078,0.10149002075195312,210
1765125565.574141,1765125565.641021,0.0668799877166748,212
1765125565.679426,1765125565.709745,0.0303189754486084,214
1765125565.784318,1765125565.833901,0.04958295822143555,216
1765125565.88889,1765125565.92196,0.03307008743286133,218
1765125565.99271,1765125566.030829,0.038118839263916016,220
1765125566.096818,1765125566.123235,0.026417016983032227,222
1765125566.200348,1765125566.243943,0.043595075607299805,224
1765125566.305731,1765125566.333961,0.028229951858520508,226
1765125566.412113,1765125566.486584,0.07447099685668945,228
1765125566.520462,1765125566.588323,0.06786108016967773,230
1765125566.635892,1765125566.704008,0.0681161880493164,232
1765125566.750683,1765125566.78118,0.030496835708618164,234
1765125566.855037,1765125566.917342,0.06230497360229492,236
1765125566.959992,1765125566.988467,0.028475046157836914,238
1765125567.065441,1765125567.147465,0.08202409744262695,240
1765125567.171334,1765125567.225451,0.05411696434020996,242
1765125567.276527,1765125567.320305,0.043778181076049805,244
1765125567.382109,1765125567.415758,0.03364896774291992,246
1765125567.488399,1765125567.554607,0.0662078857421875,248
1765125567.595753,1765125567.657707,0.06195402145385742,250
1765125567.700849,1765125567.729595,0.02874588966369629,252
1765125567.805564,1765125567.855487,0.04992318153381348,254
1765125567.910538,1765125567.947287,0.03674912452697754,256
1765125568.01584,1765125568.075328,0.05948805809020996,258
1765125568.123793,1765125568.191131,0.06733822822570801,260
1765125568.23063,1765125568.295912,0.06528210639953613,262
1765125568.336018,1765125568.363777,0.02775883674621582,264
1765125568.442965,1765125568.515271,0.07230591773986816,266
1765125568.550611,1765125568.612593,0.061981916427612305,268
1765125568.655032,1765125568.705102,0.05007004737854004,270
1765125568.758295,1765125568.785303,0.027008056640625,272
1765125568.863016,1765125568.902814,0.03979802131652832,274
1765125568.968088,1765125569.004109,0.03602099418640137,276
1765125569.072355,1765125569.111215,0.03886008262634277,278
1765125569.175743,1765125569.205757,0.0300137996673584,280
1765125569.281671,1765125569.353289,0.07161784172058105,282
1765125569.389238,1765125569.454585,0.06534695625305176,284
1765125569.495126,1765125569.537978,0.042851924896240234,286
1765125569.599768,1765125569.666354,0.06658601760864258,288
1765125569.706088,1765125569.770366,0.06427788734436035,290
1765125569.81265,1765125569.877886,0.06523609161376953,292
1765125569.917797,1765125569.984132,0.06633496284484863,294
1765125570.023669,1765125570.053393,0.0297238826751709,296
1765125570.1277,1765125570.176223,0.04852294921875,298
