t_start,t_end,availability_time,value
1765116753.203012,1765116753.239632,0.03661990165710449,40
1765116753.306599,1765116753.346016,0.03941702842712402,42
1765116753.410418,1765116753.449773,0.03935503959655762,44
1765116753.514237,1765116753.548303,0.034065961837768555,46
1765116753.617765,1765116753.652304,0.034538984298706055,48
1765116753.720886,1765116753.757063,0.03617691993713379,50
1765116753.824995,1765116753.860748,0.03575301170349121,52
1765116753.929137,1765116753.960011,0.030874013900756836,54
1765116754.033444,1765116754.06431,0.030866146087646484,56
1765116754.13788,1765116754.176197,0.038316965103149414,58
1765116754.242314,1765116754.274626,0.03231191635131836,60
1765116754.348745,1765116754.386934,0.038188934326171875,62
1765116754.453906,1765116754.488022,0.03411602973937988,64
1765116754.557371,1765116754.588011,0.030640125274658203,66
1765116754.660396,1765116754.697624,0.03722786903381348,68
1765116754.764426,1765116754.811941,0.047514915466308594,70
1765116754.868432,1765116754.9143,0.045867919921875,72
1765116754.972091,1765116755.052914,0.08082294464111328,74
1765116755.075818,1765116755.107523,0.03170490264892578,76
1765116755.179861,1765116755.214438,0.0345768928527832,78
1765116755.28399,1765116755.31732,0.03333020210266113,80
1765116755.388091,1765116755.426553,0.038461923599243164,82
1765116755.493092,1765116755.535891,0.04279899597167969,84
1765116755.596764,1765116755.632846,0.03608202934265137,86
1765116755.70187,1765116755.733602,0.03173208236694336,88
1765116755.805706,1765116755.836655,0.030948877334594727,90
1765116755.910249,1765116755.942435,0.032186031341552734,92
1765116756.01525,1765116756.051173,0.035923004150390625,94
1765116756.119659,1765116756.154074,0.03441500663757324,96
1765116756.223567,1765116756.251763,0.028196096420288086,98
1765116756.32712,1765116756.359349,0.032228946685791016,100
1765116756.432346,1765116756.460944,0.02859783172607422,102
1765116756.53645,1765116756.561924,0.025474071502685547,104
1765116756.63996,1765116756.666365,0.026404857635498047,106
1765116756.743837,1765116756.776676,0.03283882141113281,108
1765116756.847681,1765116756.882931,0.035249948501586914,110
1765116756.951662,1765116756.977632,0.025969982147216797,112
1765116757.055659,1765116757.085873,0.03021383285522461,114
1765116757.159038,1765116757.185851,0.026813030242919922,116
1765116757.263987,1765116757.300812,0.036824941635131836,118
1765116757.36857,1765116757.409773,0.04120302200317383,120
1765116757.472835,1765116757.50753,0.03469491004943848,122
1765116757.578943,1765116757.608223,0.02927994728088379,124
1765116757.682725,1765116757.710522,0.02779698371887207,126
1765116757.787672,1765116757.825376,0.0377039909362793,128
1765116757.893251,1765116757.927131,0.033879995346069336,130
1765116757.9992,1765116758.031826,0.03262591361999512,132
1765116758.102719,1765116758.134563,0.03184390068054199,134
1765116758.206359,1765116758.241815,0.035456180572509766,136
1765116758.310127,1765116758.341229,0.03110194206237793,138
1765116758.414041,1765116758.44385,0.029808998107910156,140
1765116758.520711,1765116758.563423,0.04271197319030762,142
1765116758.624815,1765116758.661449,0.036633968353271484,144
1765116758.728664,1765116758.765408,0.036744117736816406,146
1765116758.833258,1765116758.866494,0.033236026763916016,148
1765116758.938996,1765116758.999193,0.060196876525878906,150
1765116759.046067,1765116759.089658,0.04359102249145508,152
1765116759.151447,1765116759.193604,0.04215693473815918,154
1765116759.25783,1765116759.291644,0.033814191818237305,156
1765116759.364517,1765116759.419321,0.054804086685180664,158
1765116759.471278,1765116759.524302,0.0530240535736084,160
1765116759.575577,1765116759.60804,0.03246307373046875,162
1765116759.679381,1765116759.727039,0.04765820503234863,164
1765116759.783984,1765116759.807052,0.023067951202392578,166
1765116759.887217,1765116759.920776,0.03355884552001953,168
1765116759.991655,1765116760.035423,0.04376792907714844,170
1765116760.097285,1765116760.148249,0.0509638786315918,172
1765116760.201499,1765116760.222821,0.021322011947631836,174
1765116760.305432,1765116760.328756,0.023324012756347656,176
1765116760.4116,1765116760.470749,0.05914878845214844,178
1765116760.518355,1765116760.565618,0.047263145446777344,180
1765116760.623599,1765116760.655673,0.032073974609375,182
1765116760.727302,1765116760.757517,0.030215024948120117,184
1765116760.831302,1765116760.864085,0.03278303146362305,186
1765116760.935045,1765116760.976175,0.04113006591796875,188
1765116761.037938,1765116761.08388,0.045941829681396484,190
1765116761.143949,1765116761.189992,0.04604291915893555,192
1765116761.249654,1765116761.290382,0.040727853775024414,194
1765116761.353593,1765116761.377187,0.023593902587890625,196
1765116761.459936,1765116761.501201,0.041265010833740234,198
1765116761.567844,1765116761.620423,0.05257916450500488,200
1765116761.672796,1765116761.728942,0.05614590644836426,202
1765116761.776768,1765116761.819792,0.04302406311035156,204
1765116761.88088,1765116761.905639,0.02475881576538086,206
1765116761.984702,1765116762.016952,0.03224992752075195,208
1765116762.090499,1765116762.14791,0.05741119384765625,210
1765116762.19567,1765116762.230095,0.03442502021789551,212
1765116762.299449,1765116762.331155,0.03170609474182129,214
1765116762.402732,1765116762.428373,0.025641202926635742,216
1765116762.510954,1765116762.558819,0.04786515235900879,218
1765116762.618369,1765116762.647495,0.02912592887878418,220
1765116762.724969,1765116762.789469,0.06450009346008301,222
1765116762.830108,1765116762.852485,0.02237701416015625,224
1765116762.934372,1765116762.963019,0.02864694595336914,226
1765116763.03852,1765116763.07549,0.036969900131225586,228
1765116763.144176,1765116763.18923,0.045053958892822266,230
1765116763.253112,1765116763.292983,0.0398709774017334,232
1765116763.358063,1765116763.394644,0.03658103942871094,234
1765116763.461138,1765116763.503859,0.04272103309631348,236
1765116763.56449,1765116763.591184,0.02669382095336914,238
1765116763.667563,1765116763.702576,0.03501296043395996,240
1765116763.773856,1765116763.822426,0.04857015609741211,242
1765116763.881491,1765116763.909803,0.028311967849731445,244
1765116763.985651,1765116764.016513,0.030862092971801758,246
1765116764.089218,1765116764.125253,0.03603506088256836,248
1765116764.195443,1765116764.258089,0.06264615058898926,250
1765116764.301721,1765116764.323673,0.021951913833618164,252
1765116764.405902,1765116764.440443,0.03454113006591797,254
1765116764.510335,1765116764.545843,0.035507917404174805,256
1765116764.614877,1765116764.641726,0.026849031448364258,258
1765116764.71993,1765116764.746619,0.02668905258178711,260
1765116764.823856,1765116764.852817,0.0289609432220459,262
1765116764.928537,1765116764.96031,0.03177309036254883,264
1765116765.032949,1765116765.061969,0.029020071029663086,266
1765116765.136359,1765116765.165378,0.02901911735534668,268
1765116765.242389,1765116765.304619,0.06223011016845703,270
1765116765.347716,1765116765.374122,0.026405811309814453,272
1765116765.452378,1765116765.478432,0.026053905487060547,274
1765116765.555539,1765116765.582094,0.02655506134033203,276
1765116765.659046,1765116765.680143,0.021097183227539062,278
1765116765.762413,1765116765.790084,0.027670860290527344,280
1765116765.866809,1765116765.920598,0.05378913879394531,282
1765116765.970363,1765116765.991924,0.021561145782470703,284
1765116766.074862,1765116766.112358,0.037496089935302734,286
1765116766.179151,1765116766.208841,0.029690027236938477,288
1765116766.284135,1765116766.307918,0.023782968521118164,290
1765116766.390136,1765116766.416483,0.026346921920776367,292
1765116766.495579,1765116766.525907,0.030328035354614258,294
1765116766.599574,1765116766.658976,0.0594019889831543,296
1765116766.703242,1765116766.735374,0.03213191032409668,298
1765116766.806924,1765116766.837754,0.030829906463623047,300
1765116766.912044,1765116766.958606,0.04656195640563965,302
1765116767.017062,1765116767.050919,0.033857107162475586,304
1765116767.121079,1765116767.154053,0.0329740047454834,306
1765116767.226765,1765116767.249086,0.022320985794067383,308
1765116767.33114,1765116767.362419,0.03127884864807129,310
1765116767.436052,1765116767.496138,0.06008601188659668,312
1765116767.541023,1765116767.568675,0.02765202522277832,314
1765116767.6443,1765116767.676892,0.032592058181762695,316
1765116767.749052,1765116767.774161,0.025109052658081055,318
1765116767.852521,1765116767.877082,0.024561166763305664,320
1765116767.956564,1765116767.994725,0.03816103935241699,322
1765116768.061833,1765116768.100464,0.03863120079040527,324
1765116768.16762,1765116768.210242,0.04262208938598633,326
1765116768.271529,1765116768.304366,0.0328371524810791,328
1765116768.375519,1765116768.419844,0.04432487487792969,330
1765116768.479479,1765116768.507785,0.028306007385253906,332
1765116768.583173,1765116768.607306,0.024132966995239258,334
1765116768.686484,1765116768.726092,0.039608001708984375,336
1765116768.790381,1765116768.841868,0.051486968994140625,338
1765116768.894583,1765116768.928902,0.03431892395019531,340
1765116768.999161,1765116769.048869,0.049707889556884766,342
1765116769.10298,1765116769.133741,0.030761003494262695,344
1765116769.20613,1765116769.245036,0.03890585899353027,346
1765116769.309738,1765116769.335253,0.025515079498291016,348
1765116769.413576,1765116769.441191,0.027615070343017578,350
1765116769.516964,1765116769.542273,0.025309085845947266,352
1765116769.619982,1765116769.647165,0.027183055877685547,354
1765116769.724207,1765116769.750107,0.02590012550354004,356
1765116769.827662,1765116769.860329,0.032666921615600586,358
1765116769.934156,1765116769.959389,0.025233030319213867,360
1765116770.038594,1765116770.06065,0.022056102752685547,362
1765116770.142685,1765116770.165526,0.02284097671508789,364
1765116770.246789,1765116770.284215,0.037425994873046875,366
1765116770.34999,1765116770.383542,0.03355216979980469,368
1765116770.453117,1765116770.479987,0.026870012283325195,370
1765116770.557149,1765116770.588608,0.03145909309387207,372
1765116770.661099,1765116770.699282,0.038182973861694336,374
1765116770.766343,1765116770.803092,0.03674888610839844,376
1765116770.870067,1765116770.90304,0.03297305107116699,378
1765116770.976694,1765116771.000184,0.023489952087402344,380
1765116771.08208,1765116771.120504,0.038424015045166016,382
1765116771.187446,1765116771.209374,0.021927833557128906,384
1765116771.291319,1765116771.349822,0.058503150939941406,386
1765116771.396123,1765116771.420619,0.024496078491210938,388
1765116771.500182,1765116771.574368,0.07418608665466309,390
1765116771.603101,1765116771.641892,0.03879094123840332,392
1765116771.706657,1765116771.738487,0.0318300724029541,394
1765116771.811065,1765116771.869666,0.05860114097595215,396
1765116771.915482,1765116771.942963,0.0274808406829834,398
1765116772.019181,1765116772.047967,0.02878594398498535,400
1765116772.123757,1765116772.162642,0.03888511657714844,402
1765116772.229628,1765116772.257946,0.028317928314208984,404
1765116772.333206,1765116772.376361,0.04315495491027832,406
1765116772.43804,1765116772.471978,0.033937931060791016,408
1765116772.546759,1765116772.609574,0.06281518936157227,410
1765116772.652989,1765116772.70179,0.04880118370056152,412
1765116772.756391,1765116772.778787,0.022395849227905273,414
1765116772.86424,1765116772.901238,0.03699803352355957,416
1765116772.969772,1765116773.011028,0.041255950927734375,418
1765116773.07301,1765116773.097324,0.024313926696777344,420
1765116773.178977,1765116773.261106,0.08212900161743164,422
1765116773.284494,1765116773.319327,0.03483319282531738,424
1765116773.388354,1765116773.416173,0.027818918228149414,426
1765116773.491821,1765116773.526714,0.034893035888671875,428
1765116773.595701,1765116773.644415,0.04871392250061035,430
1765116773.699149,1765116773.727855,0.028706073760986328,432
1765116773.803212,1765116773.850352,0.04714012145996094,434
1765116773.906596,1765116773.969672,0.06307601928710938,436
1765116774.010047,1765116774.036996,0.026948928833007812,438
1765116774.116771,1765116774.147584,0.030812978744506836,440
1765116774.221491,1765116774.273394,0.05190300941467285,442
1765116774.325667,1765116774.348485,0.02281808853149414,444
1765116774.433496,1765116774.492369,0.05887293815612793,446
1765116774.541192,1765116774.594945,0.053752899169921875,448
1765116774.646436,1765116774.674253,0.0278170108795166,450
1765116774.752179,1765116774.811117,0.058938026428222656,452
1765116774.865871,1765116774.893235,0.027364015579223633,454
1765116774.970711,1765116775.001085,0.03037405014038086,456
1765116775.075349,1765116775.103436,0.02808690071105957,458
1765116775.180754,1765116775.209097,0.02834296226501465,460
1765116775.284603,1765116775.317423,0.03281998634338379,462
1765116775.388662,1765116775.411542,0.022879838943481445,464
1765116775.493944,1765116775.566423,0.0724790096282959,466
1765116775.599517,1765116775.630492,0.030974864959716797,468
1765116775.704735,1765116775.729975,0.025239944458007812,470
1765116775.807858,1765116775.833821,0.02596306800842285,472
1765116775.911027,1765116775.934093,0.023066043853759766,474
