replicas,requests,interval,availability_percent,total_requests,satisfied_requests,mean_latency,median_latency,std_latency,p95_latency
19,1000,1000,100.0,1000,1000,0.18776579022407533,0.18202912807464594,0.03328391732663188,0.241267955303192
19,1000,1000,100.0,1000,1000,0.19524864292144775,0.18894708156585688,0.031745775781474125,0.25156203508377073
19,1000,1000,100.0,1000,1000,0.591519832611084,0.591519832611084,,0.591519832611084
19,1000,1000,100.0,1000,1000,0.18226378178596497,0.1766976118087768,0.029962710877483468,0.23345159292221063
19,1000,1000,100.0,1000,1000,0.18776579022407533,0.18202912807464594,0.03328391732663188,0.241267955303192
19,1000,1000,100.0,1000,1000,0.19524864292144775,0.18894708156585688,0.031745775781474125,0.25156203508377073
19,1000,1000,100.0,1000,1000,0.591519832611084,0.591519832611084,,0.591519832611084
19,1000,1000,100.0,1000,1000,0.18226378178596497,0.1766976118087768,0.029962710877483468,0.23345159292221063
19,1000,1000,100.0,1000,1000,0.18776579022407533,0.18202912807464594,0.03328391732663188,0.241267955303192
19,1000,1000,100.0,1000,1000,0.19524864292144775,0.18894708156585688,0.031745775781474125,0.25156203508377073
19,1000,1000,100.0,1000,1000,0.591519832611084,0.591519832611084,,0.591519832611084
19,1000,1000,100.0,1000,1000,0.18226378178596497,0.1766976118087768,0.029962710877483468,0.23345159292221063
19,1000,200,0.2,1000,2,0.16414403915405268,0.16414403915405268,0.032582211297225806,0.18487923145294186
19,1000,200,0.2,1000,2,0.1775410175323486,0.1775410175323486,,0.1775410175323486
19,1000,200,0.2,1000,2,0.17241625785827633,0.1639940738677978,0.0205984807772469,0.19955253601074216
19,1000,200,0.1,1000,1,0.16414403915405268,0.16414403915405268,0.032582211297225806,0.18487923145294186
19,1000,200,0.1,1000,1,0.1775410175323486,0.1775410175323486,,0.1775410175323486
19,1000,200,0.1,1000,1,0.17241625785827633,0.1639940738677978,0.0205984807772469,0.19955253601074216
19,1000,200,0.0,1000,0,0.16414403915405268,0.16414403915405268,0.032582211297225806,0.18487923145294186
19,1000,200,0.0,1000,0,0.1775410175323486,0.1775410175323486,,0.1775410175323486
19,1000,200,0.0,1000,0,0.17241625785827633,0.1639940738677978,0.0205984807772469,0.19955253601074216
19,1000,200,0.5,1000,5,0.16414403915405268,0.16414403915405268,0.032582211297225806,0.18487923145294186
19,1000,200,0.5,1000,5,0.1775410175323486,0.1775410175323486,,0.1775410175323486
19,1000,200,0.5,1000,5,0.17241625785827633,0.1639940738677978,0.0205984807772469,0.19955253601074216
19,1000,500,99.7,1000,997,0.17665423098633976,0.1706650257110595,0.028945128139609106,0.22118711471557614
19,1000,500,99.7,1000,997,0.18959540320208754,0.17806637287139887,0.04126216312222695,0.26454526185989374
19,1000,500,99.7,1000,997,0.3028891086578369,0.3028891086578369,,0.3028891086578369
19,1000,500,99.7,1000,997,0.16760932765490075,0.1633501052856445,0.024916039511700173,0.20559964179992668
19,1000,500,99.6,1000,996,0.17665423098633976,0.1706650257110595,0.028945128139609106,0.22118711471557614
19,1000,500,99.6,1000,996,0.18959540320208754,0.17806637287139887,0.04126216312222695,0.26454526185989374
19,1000,500,99.6,1000,996,0.3028891086578369,0.3028891086578369,,0.3028891086578369
19,1000,500,99.6,1000,996,0.16760932765490075,0.1633501052856445,0.024916039511700173,0.20559964179992668
19,1000,500,0.1,1000,1,0.17665423098633976,0.1706650257110595,0.028945128139609106,0.22118711471557614
19,1000,500,0.1,1000,1,0.18959540320208754,0.17806637287139887,0.04126216312222695,0.26454526185989374
19,1000,500,0.1,1000,1,0.3028891086578369,0.3028891086578369,,0.3028891086578369
19,1000,500,0.1,1000,1,0.16760932765490075,0.1633501052856445,0.024916039511700173,0.20559964179992668
19,1000,500,99.7,1000,997,0.17665423098633976,0.1706650257110595,0.028945128139609106,0.22118711471557614
19,1000,500,99.7,1000,997,0.18959540320208754,0.17806637287139887,0.04126216312222695,0.26454526185989374
19,1000,500,99.7,1000,997,0.3028891086578369,0.3028891086578369,,0.3028891086578369
19,1000,500,99.7,1000,997,0.16760932765490075,0.1633501052856445,0.024916039511700173,0.20559964179992668
19,100,1000,100.0,100,100,0.20836812973022462,0.19505655765533447,0.04969220137861768,0.28915792703628534
19,100,1000,100.0,100,100,0.22135066986083984,0.21174097061157227,0.04942384482847484,0.2871419429779052
19,100,1000,100.0,100,100,0.3813203753847064,0.3668408393859863,0.07293014217875236,0.5043873310089109
19,100,1000,100.0,100,100,0.23214177608489991,0.2159340381622314,0.0733867649237769,0.3482227563858032
19,100,1000,100.0,100,100,0.20836812973022462,0.19505655765533447,0.04969220137861768,0.28915792703628534
19,100,1000,100.0,100,100,0.22135066986083984,0.21174097061157227,0.04942384482847484,0.2871419429779052
19,100,1000,100.0,100,100,0.3813203753847064,0.3668408393859863,0.07293014217875236,0.5043873310089109
19,100,1000,100.0,100,100,0.23214177608489991,0.2159340381622314,0.0733867649237769,0.3482227563858032
19,100,1000,99.0,100,99,0.20836812973022462,0.19505655765533447,0.04969220137861768,0.28915792703628534
19,100,1000,99.0,100,99,0.22135066986083984,0.21174097061157227,0.04942384482847484,0.2871419429779052
19,100,1000,99.0,100,99,0.3813203753847064,0.3668408393859863,0.07293014217875236,0.5043873310089109
19,100,1000,99.0,100,99,0.23214177608489991,0.2159340381622314,0.0733867649237769,0.3482227563858032
19,100,1000,100.0,100,100,0.20836812973022462,0.19505655765533447,0.04969220137861768,0.28915792703628534
19,100,1000,100.0,100,100,0.22135066986083984,0.21174097061157227,0.04942384482847484,0.2871419429779052
19,100,1000,100.0,100,100,0.3813203753847064,0.3668408393859863,0.07293014217875236,0.5043873310089109
19,100,1000,100.0,100,100,0.23214177608489991,0.2159340381622314,0.0733867649237769,0.3482227563858032
19,100,200,3.0,100,3,0.20383922259012852,0.208094835281372,0.016252001636046124,0.21659550666809074
19,100,200,3.0,100,3,0.15967941284179682,0.1586570739746093,0.03260623100723519,0.19986557960510248
